I went to go get a bike innertube fixed. I fixed it and I was supposed to pay previously but I didn't. I said I would after I fixed the tire. After fixing the tire the salesperson who helped me was gone so I walked out of the store without paying. I felt guilty so I went inside and paid for the tire.,guilt
I had met someone and we became good friends. Our relationship grew closer and now he is my boyfriend. I felt joy when I found out how he felt about me.,joy
I feared that my dog's eye was infected too much. He had played around in the weeds and a foxtail had gotten under his eyelid. I took him to the vet and I feared that he may go blind because of the foxtail.,fear
One of my friends kept criticizing me about everything I did. I thought she was kidding but later I found out that she was serious.,anger
One of my relatives became seriously ill. I felt sad because I didn't know if she will ever be the same again.,sadness
I felt disgusted when I found out that someone had betrayed me. That person had been dishonest with me and I felt used.,disgust
After taking a difficult midterm for one of my classes I felt shame for not studying as much as I should have. I was ashamed of the results of the midterm.,shame
A close friend of mine was leaving for graduate school out of state. I had arranged to gather some people together the day before he left to be with him and have a good time but I didn't pay as much attention to him as I should have.,guilt
I spoke with a friend on the phone who I haven't seen in many years. It was a joyful event to talk to him.,joy
I was on this amusement park ride at Marriots Great America. It went way up in the air and then around and around. Heights are not my favorite spots in life.,fear
I typed up a letter for this physician at work. She didn't care for my style even though she was not using correct English. I told her it was her letter and we would do it her way.,anger
Recently my sisterinlaw's horse was poisoned by a plant and died. The horse was very obedient and exceptional with children.,sadness
I was disgusted at the behavior of these boys I work with in the scouting program. They showed a lack of interest unrest and at times just plain rude behavior.,disgust
I had a test in the class and I had not adequately prepared myself. I didn't fare so well on the exam and I felt bad about it.,shame
I was supposed to have done some things for my mother but just plain didn't get around to it.,guilt
My old boyfriend yes the same one asked me out. We had a good time. Then he asked me out the following week. He actually took interest.,joy
I was physically assaulted and sexually abused about a year ago. Just the feeling that I might not get away intact or even alive produced fear.,fear
My boyfriend breaking up with me about 7 months after I had an abortion. Just the fact that he was ignoring me and continued to do so.,anger
My nephew's mother just left one day (my brother and she were not married). My nephew Anthony was shaken. I was sad for him because a similar situation happened to me.,sadness
My friends and I were sitting at a restaurant. We were talking and a few of them said awful things about women. I became disgusted by their narrowmindedness.,disgust
I tried after months to begin talking to my boyfriend again. He ignored me. I felt I had lowered my pride and became his doormat.,shame
I had found out that I was pregnant. I talked it over with my boyfriend and he was unsupportive yet encouraged an abortion I did.,guilt
When I got accepted to CAL.,joy
My apartment has had three robberies in the last month. The guy upstairs just got robbed making it the fourth.,fear
When my roommate's boyfriend assaulted me. He was threatening me calling me names and pushing me around.,anger
I was going to go on a vacation to Texas this summer but was unable to go because of registration.,sadness
I didn't do very well on a midterm and I'm disgusted with myself because I was prepared and thought I did well.,disgust
When I dated my friend's boyfriend after they had broken up.,shame
A friend was going to come stay the weekend with me but something came up and I cancelled out on him.,guilt
After being depressed because of a very bad relationship my first love called me and told me that he would always care for me no matter what I did.,joy
When my exboyfriend threw me around the dorms because I was talking on the phone to another guy of whom he was jealous after we had an argument in which I thought we broke up.,fear
When someone tried to rape one of my best friends and he claimed it was her fault. He the hassled her claimed she was loose and threatened to sue her.,anger
My mother kicked my surrogate father out and he in turn did not care for the dog Afthur he bought for the family. His lack of concern lead tho Arthur's death on the freeway. I loved Arthur like a brother. He was easy to talk to.,sadness
I thought that the guy I had been associating with for over a year went out 2 or 3 times with a high school girl whom he claimed not to like.,disgust
The fact that I was pregnant. I was always considered level headed and did not have sex until 18 and out of high school.,shame
I was pregnant and thought that by not having the baby I would hurt the father like he did me regardless of the life we had created.,guilt
I spent a lovely relaxing evening with my boyfriend. We played games and talked all evening.,joy
When I walked to church with my roommate a bum told us to call the police and he started following us.,fear
When my roommate's moped was stolen I was very angry.,anger
When I heard my grandfather's wife had leukemia I was very sad.,sadness
I was disgusted to find out that the water isn't filtered or purified before it leaves Latimer Hall from the drains.,disgust
The same for guilt would apply.,shame
I added a little ? to a yield in an experiment to get more of a yield.,guilt
Third highest grade in the class and the best answer given for one question (the question was graded by the professor and he indicated he liked my answer).,joy
In the recent lightning storm bolts of lightning were hitting close by (1/8 mile). I was in bed at the time and was afraid I might be struck.,fear
We are repainting rooms in my house. My mother started to enact plans to paint my room without consulting me.,anger
Recent breakup with my girlfriend. We had been together for over a year. I was overseas and discovered over the phone (while I was at work).,sadness
I attended a ceremony in Denmark which is comparable to our Halloween. They build a large bonfire and place a life size dummy of a witch. The crowd cheered when the dummy burst into flames.,disgust
I came home from school very keyed up. At the dinner table I unfortunately unloaded a lot of my hostility off on one of my parents. I'm ashamed that I didn't dispate and control these feelings before coming to the table or even let the energy build up in the first place.,shame
Eating the last remains of dinner that someone else (unknown to me) had claimed.,guilt
After watching the 49ers lose game after game year after year I was finally rewarded with a Super Bowl victory which made me extremely happy.,joy
While swimming I hit my head at the bottom of the pool and required stitches. I later learned that the consequences could have been much more severe and that terrified me.,fear
I was rushing home from school because there was a 49er game that night. I got into a noninjury accident which was all my fault but destroyed the front of my car. The truck I hit was undamaged.,anger
When I learned that my dad had cancer. I knew he was going to the hospital for some tests. My mom told me when she picked me up one weekend from CAL to take me home.,sadness
Now that the 49ers are winners the fans are coming out of the woodwork and jumping on the bandwagon and that disgusts me.,disgust
When I was small I would always fight with my younger sister and one time I hit her and knocked the wind out of her. I felt real bad about it.,shame
When my grandfather was in a nursing home when I was young I never wanted to go and sometimes didn't have to and later I felt guilty.,guilt
I felt joy when my boyfriend proposed to me in marriage.,joy
I felt fear when I was young and left in my big house all alone.,fear
After I said something that my boyfriend disagreed with he walked away from me without discussing what bothered him. I became very angry with him for treating me this way. Yesterday November 14.,anger
I felt sad when my boyfriend and I were apart for some time.,sadness
I felt disgusted when I was in a restaurant which didn't appear to be clean and orderly. (I do not like to be in unclean environments).,disgust
I felt ashamed when I was confronted by a teaching assistant that a close friend and I were accused of cheating on a math exam.,shame
When I did not defend my close friend when my father degraded him. I felt guilty for allowing my father to get away with his actions and for the hurt my friend felt. I cleared the matter up with my father a few weeks later.,guilt
After much trouble getting together in the first place my boyfriend and I celebrated our first anniversary.,joy
I got caught shoplifting a package of gummy bears.,fear
Sometimes when I go to work my crazy boss (a hyper Jewish lawyer) insists I do things his way (filing typing etc.). He sometimes blames me for things I didn't do and I can't yell back at him.,anger
Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends.,sadness
I took a psych. experiment with a totally unappealing gay man as the experimentor some homosexuals are funny or cute but this guy was disgusting. Plus the experiment was about gays too.,disgust
My grades. When my parents say How are you doing at school getting good grades ? I say Great just fine ! Actually I feel ashamed about myself.,shame
I've had three midterms in the past two weeks and I hardly studied for any of them (like 1 or 2 days) I feel guilty that I hadn't studied and I got C's on all of them.,guilt
Winning a close volleyball game. (I'm on the intercollegiate team at CAL),joy
Speaking in front of a large group of people.,fear
Same situation as before having my car stolen.,anger
When a close friend drowned in the American River.,sadness
Getting a low grade on my physics midterm.,disgust
Arguing with a friend over politics. She was more informed on the issues and made me feel very ashamed of my political ignorance.,shame
When my father's car got stolen from me. (A 1966 Ford Mustang very hard to replace).,guilt
Getting sent on a company expense trip to another state to work for a week at that plan.,joy
On my second plane trip we ran into unexpected turbulence.,fear
Having my personal objects rearranged by someone else without my consent and having it arranged to their taste. Then trying to find a particular object they rearranged for an hour or more.,anger
Death of my father.,sadness
Getting back my math midterm I received a lower grade than I thought I would get. After going through the questions I felt that the grader had graded harshly and I had made only a few ? errors.,disgust
Getting a low grade on a midterm.,shame
Promising to do a task for a friend and just forgetting about it.,guilt
When I finished my C.S. Project I was overjoyed. I felt relieved because it was due the next day and I was tired of looking at it.,joy
I overturned in a canoe a few years back and I didn't know how to swim. Although I had a lifejacket on I still panicked.,fear
I came out of the house at 7:20 am Monday morning getting ready t go to school and fight for a parking when I saw my car had a flat tire.,anger
After my little sister's Graduation from High School my grandmother became very sick. She passed away a few months later.,sadness
When I saw a wino by some cans with Food Stamps and use the change to buy wine.,disgust
I felt this when I was copying homework for one of my classes.,shame
After yelling at my girlfriend I felt bad because she was ? crying and upset.,guilt
A party with no worries (i.e. no tests homework etc.) many friends were present and good music.,joy
I'm afraid of not being able to go to the school I want because of suffering grades.,fear
I was stood up for a date function by someone who I really cared for.,anger
After blowing up and saying all the wrong things I realized what I had done and hurt that person and myself.,sadness
My friends aren't working for the same common goal we all need to accomplish.,disgust
I was supposed to do something and didn't. The person was really dependiong on me.,shame
After confronting the person who stood me up I blew up and said all the wrong things.,guilt
I realized the girl liked to be with me.,joy
That I would do bad in a class and not get into Bus school.,fear
When my dad told me about something he had done against my mother.,anger
When I heard my sister got in a bad car accident.,sadness
An Engineer I know wants war so he can get a job making bombs.,disgust
I did bad on a test I didn't study for.,shame
Decided at the last minute not to do something that I said I would do with a person.,guilt
When I passed the B.A exams with first class results.,joy
When my B.A results had not come.,fear
When I failed my S.S.C exam.,anger
When my sister left home to go and live with her husband.,sadness
I trusted a friend of mine but she lied to me about something and this disgusted me.,disgust
When I failed the S.S.C examination I felt very ashamed.,shame
I felt guilt when I was not cooperative with my mother for my exam.,guilt
My first feeling of falling in love. Coming across a person who made me feel love happiness joy giving me a new and beautiful future who made me dream.,joy
When I got to know that the friend I am closest to got engaged and she was going away. I was overjoyed for her but also felt frightened as I was very emotionally dependent on her. I did not know what I would do without her.,fear
I was angry at my brother over an argument we had together. We do have a few fights from time to time and also at times I take out my anger on him.,anger
When I came to know that my feelings for someone were not reciprocated.,sadness
I felt disgusted while studying for my applied psychology and mental testing papers in B.A.,disgust
I had a habit of wetting my bed when I was young. One day when I was invited to my friend's place to stay for the night it happened again. I was ashamed of myself.,shame
I felt guilty when I lied to my parents.,guilt
After my marriage I received the B.Sc results by post I was very happy to learn that I had got very good marks first class.,joy
A few weeks back my daughter had very high fever and I was scared that it might lead to brain damage or convulsions.,fear
I felt angry when my motherinlaw did not handle my daughter properly and she fell down from the bed and hurt her head.,anger
I was very sad when I could not take the M.A (I) exams due to illness and a relative of mine disheartened me about it.,sadness
When my parentsinlaw scolded me without any reason in front of the other members of my family for the first time. They had called me from my room where I had been studying for my exams.,disgust
When the teacher asked me a question in class concerning something I had read earlier and I did not know the answer so I felt ashamed in front of the whole class.,shame
When my friend failed an exam by just one mark. During this exam she had asked me to show her my answer sheet and I had not done it. When the results came out I thought that had I shown her my answer sheet she would have passed the exam. I felt guilty as I had failed her.,guilt
When my family allowed me to do higher studies.,joy
When I decided to separate from my husband.,fear
When my father talks about our relatives and favours them I feel angry.,anger
When my elders do not understand me in the right way.,sadness
When my husband quarrelled with me for no reason at all.,disgust
I have never felt this emotion.,shame
I have never felt this emotion.,guilt
I went for a walk on the beach with a friend whom I had not seen for many months. The weather was very pleasant we had some icecream and lots of fun on the beach.,joy
That day I was alone at home after coming home from school. I did not know where everyone else had gone I kept waiting for them to come back and nobody came. It was getting very late and I was terrified.,fear
I was walking on a street alone in the afternoon when there were not too many people on the street. A couple of guys were following me and I was ignoring them. Suddenly one of them came in front of me and started using dirty language and harrassing me. I got very angry and wanted to strike back at them.,anger
A close friend of mine was to get married in a weeks time when her father died of a heartattack. I knew him well and felt bad on hearing of his death.,sadness
A girl who is a friend of mine was having an affair with a boy who is also a friend of mine. I got to know that this girl was also seeing another guy. Later on she just broke off with this friend of mine without giving any explanations. This made him sad and depressed and I felt disgust for this girl.,disgust
I had always been first in my class and in the preliminary board exams I scored the highest marks. Then the exams were postponed and I neglected my studies as I was confident. However when the final results came out I felt ashamed as I had scored less than 60% marks and my rank in the class was fifth or sixth.,shame
I went to the cinema with my friends without telling my mother about it as I had been to the cinema the day before also. When she asked me where I had been I lied.,guilt
When I got permission to study at a place which was far away from my home.,joy
I had gone to the hospital for my research and got late in reaching home. I feared that when I reached home there would be a quarrel because of my being late.,fear
I feel angry when somebody is unjust to me.,anger
I feel sad when somebody is unjust to me.,sadness
When people around me did not understand me the right way.,disgust
I have never felt this emotion.,shame
I have never felt this emotion.,guilt
When I went for a picnic in Lonavala I felt full of joy.,joy
When my brother had an epileptic attack and I was scared as to what would happen to him.,fear
I was angry this morning when I missed the train to university.,anger
When I missed my train this morning I felt sad for some time.,sadness
When I had exams a relative of ours who lives in another city came to visit us and I felt disgusted at him.,disgust
I felt ashamed when I had not attended a class and the teacher asked me the reason for my absence.,shame
I acted in an English play in college and got the Best Actress award while our play got the first place.,joy
I have done the teachers training course (B.Ed). During our training I was asked to handle the ninth standard class in a boys school. I was scared to face the class the first day.,fear
I was to meet a friend at the busstop (he was coming to visit us) and he did not turn up. After having waited for him for some time (about an hour) I called him up to be told that he did not intend to come as he was feeling tired.,anger
When my sister died in a fire accident at home.,sadness
When my husband told me about his premarital affairs.,disgust
When I failed the ninth standard exam in school.,shame
I had gone to see one of our professors about a book and I did not attend the class she took a few minutes later.,guilt
When I passsed the M.S.C board exams with first class which I had not expected.,joy
I have always been very scared and tense before an exam and before the declaration of the results.,fear
When my friend promised that she would come to my place and did not turn up I was annoyed at her.,anger
When someone tells me something that hurts me I feel bad about it and also feel sad.,sadness
I feel disgusted when people do not understand me in the right way i.e they misunderstand me.,disgust
Whenever I am late I feel ashamed of myself even though no one tells me anything.,shame
I felt guilty when I lied to my parents.,guilt
I was very happy when I passed the B.A with first class marks.,joy
While trying to board a train I missed the footsteps and fell down on the platform.,fear
I was having an argument with my brother on his behavior then we started fighting and I got annoyed at him because he started teasing me.,anger
My best friend got married and left her hometown to go and live in Poona. After her wedding I felt sad.,sadness
I feel disgust at my neighbour because she comes to our house with her child who spoils our furniture.,disgust
When I failed the twelveth standard exams I was ashamed at having to see my parents later.,shame
When my mother scolded me and I argued with her.,guilt
When I passed the B.A exams with first class results.,joy
When I was coming back home alone at night.,fear
When I failed the M.S.C exams.,anger
When my father was ill.,sadness
When my friend who is close to me got engaged and did not invite me.,disgust
When I failed the M.S.C exam.,shame
When I fought with my friends.,guilt
Last year I passed the B.A exams in Psychology in which I stood first in my class. Thus I got the first prize from the college. I was most happy to tell all this to my parents and friends.,joy
When I was 20 years old I fell severely ill and was bedridden for 6 months. I felt very scared for my health and my studies.,fear
A few months ago when I was teaching I suddenly became very angry at the children and slapped some of them.,anger
My friend got married and went abroad this made me feel sad and lonely.,sadness
When a begggar approached me for money I felt disgusted.,disgust
When I got 1/2 out of 15 in Abnormal Psychology I felt ashamed.,shame
Once I lied to my parents and this made me feel very guilty.,guilt
When I got a first class in the twelveth standard exams I was very surprised and happy and I had a very good time with my friends.,joy
I had a very horrible dream one night I dreamt that I had fallen off a very crowded train.,fear
When I was at S.Y.Bajaj I wanted to get admission in another college and this was not easy and I felt angry.,anger
When my mother scolded me for something very insignificant without knowing the real cause of what had happened.,sadness
I feel disgusted at my cousin who is badmannered does not know how to behave and talk to others he does not respect elders and lies all the time.,disgust
One day in the TYBA class the teacher asked me a very simple question which I could not answer. Finally the teacher himself gave us the answer and my friends started laughing at me as I had not been able to answer a simple question. I knew the answer but feared that my response may be wrong. All this made me feel ashamed of myself.,shame
When I was taking the 11th standard exam my friend who was sitting behind me asked me for some answers. The teacher looked at us just then and scolded both of us. Everyone started looking at us and I felt very guilty.,guilt
After completing highschool I wanted to go abroad for a holiday. I had never been abroad before and neither had I taken a holiday for a long time. When finally my parents agreed and we got the airplane tickets I was over joyed.,joy
It so happened that while staying at anaunt's place I discovered that I was afraid of sleeping in pitch darkness. The room which my sister and I were sharing had no light and I would refuse to sleep without having the light of the adjoining bathroom switched on.,fear
When I see people with burns I feel sad actually I can not even express my feelings as I think that they must suffer a lot.,sadness
I do not like one of our neighbours as they are very selfish. Whenever they want something or need help they come to see us otherwise they do not even bother about people who live next to them.,disgust
When some of my close friends and colleagues talk about me and my work and say that I am the brightest student of the college.,shame
In some special circumstances l lied to my parents then felt guilty so I told them the truth and felt free.,guilt
Day before yesterday my mother bought me a new pair of shoes without my having asked for them. She told me that when she saw the pair of shoes she felt like buying them for me. I really liked the shoes and they made me feel that my mother cares for me.,joy
When for the first time I rode on a motorcycle with my brother. He was going so fast that I felt that I would fall off without my brother realizing it.,fear
One of my friends asked me to go shopping with her another friend of hers was also coming along. During the outing they kept talking to each other and I felt left out even when I tried to talk to them they seemed not to listen to me and did not pay me much attention.,anger
Two years ago my best friend died in an accident just a day before my birthray. We were very close to each other and I felt very sad at loosing a close friend.,sadness
We had gone to our native village and I went to visit a tribal group which believes in Goddess Kali. As it was a festival day they had to offer a hen to the Goddess so they cut the head off a hen right in front of my eyes. I felt disgusted and evenb gave up eating meat after this incident.,disgust
As part of the assessment I had to speak on a subject in front of the class. I was not really prepared and I was just reading the stuff I had on a piece of paper when some of the students asked me something I could not give them an answer. I felt ashamed as I had not prepared the topic.,shame
One day I went to see a movie without my parents permission. It was an adult movie and I was scared that my parents would not allow me to see the movie. However after coming home I felt very guilty at what I had done.,guilt
When my daughter gave her solo dance performance in Poona and there was a big applause I was overjoyed.,joy
I was in a garden one evening and I saw a snake coming towards me.,fear
I am separated from my husband. The way he has behaved towards me makes me angry.,anger
When my husband lied to me tricked me and when I had to leave my home.,sadness
The way my husband and his family treated me unfairly cruelly and unjustly.,disgust
I was ashamed at myself for having shouted at my daughter because of my marital breakup and the unfair way I was treated.,shame
While having an argument with my daughter I got angry and overexcited and said angry words.,guilt
When I got married.,joy
I was sitting on an electric swing suddenly the machine went out of order while I was still in the upward position.,fear
A girl whom I trusted and with whom I had shared personal confidential matters twisted the facts and told it to a common friend of ours. When this common friend told me the version my friend had told her I was angry.,anger
When my elder sister died.,sadness
My husband falls ill and does not follow the doctor's advice on the treatment or the diet control.,disgust
Every time I do not write something well in English.,shame
When I could neither measure up to the expectations of the teacher nor to my own expectations in one of the assignments.,guilt
The day I got married was the happiest day of my life. Both of us felt that we were right for each other in every way and we had no doubts about our compatibility right from the day we got engaged.,joy
No response.,fear
One morning I was standing at the busstop and the bus passed by without stopping even though there were only 810 passengers inside. I felt angry at the rude behaviour of the bus driver and conductor.,anger
At the death of my friend's father and especially as this happened ten days before her wedding.,sadness
I was disgusted at the existing redtape in the government offices. I accquired my passport three months after having applied for it and I had to go back five times to them to correct a minor error.,disgust
When I could not pass my exams with good marks. My wedding was to take place 15 days after the exams and I tried to convince myself that this was the reason for my not having done well. However I thought that had I really put my mind to doing well at the exams I would have done well.,shame
No response.,guilt
When I succeeded in achieving a scholarship for which I had strived hard during a period of financial personal and physical stress.,joy
When I had to travel alone unescorted for the first time. It was an overnight journey by train to a distant place.,fear
I was not given a chance to explain to my close relatives as to why I could not go to visit them when they were ill. When I did go they thought that I had been selfish and irresponsible duringtheir illness.,anger
I put in two years of hard work and it was neither looked at nor appreciated.,sadness
Despite my being affectionate sincere and helpful to close relatives of mine; they turned around and accused me of being inconsiderate in my relationship with them.,disgust
The first time that I had to go up on the stage to give a speech.,shame
I could not take care of my mother when she was admitted to a hospital for surgery I continued my studies as I could not get leave.,guilt
I feel a sense of joy whenever I complete a piece of writing which is part of my work. Intense reading also brings me joy. I also feel happy when I reminiscent about them.,joy
I was coming home from a relative's place and it was about 9.30/10 P.M. I felt slightly apprehensive when I got off the bus and started walking towards my place. I was confident that nothing would happen to me yet there was this slight feeling of fear.,fear
Uncleaniness at my work place. The place is generally not very clean but when it reaches a point I get angry at the person who is supposed to clean the place and the people who are supposed to supervise him.,anger
Three weeks ago a friend of mine bid me goodbye before going abroad. I felt happy for her as she was achieving something by making the trip but I also felt sad as I would not be seeing her for a long time.,sadness
